"department","code","name","amount","year"
"144","PRNT","Printing",25012.14,2011
"144","PROF","Professional and Contractual Services",1413331.67,2011
"144","RENT","Rent & Lease",1166613.57,2011
"144","SPLY","Supplies",252544.16,2011
"144","TELE","Telecommunications",98602.09,2011
"144","TRAV","Travel and Training",671773.06,2011
"144",NA,"Total:",4406513.66,2011
"144","ASST","Capital Assets",61642.84,2012
"144","INSR","Insurance",17703,2012
"144","REPR","Maintenance and Repair",19056.25,2012
"144","ADMN","Other Administrative and Operating",570047.36,2012
"144","PRNT","Printing",32107.33,2012
"144","PROF","Professional and Contractual Services",1612846.43,2012
"144","RENT","Rent & Lease",1179516.17,2012
"144","SPLY","Supplies",209840.03,2012
"144","TELE","Telecommunications",105283.94,2012
"144","TRAV","Travel and Training",695383.56,2012
"144",NA,"Total:",4503426.91,2012
"144","ASST","Capital Assets",350628.44,2013
"144","INSR","Insurance",9519,2013
"144","REPR","Maintenance and Repair",496788.36,2013
"144","ADMN","Other Administrative and Operating",994418.92,2013
"144","PRNT","Printing",28213.98,2013
"144","PROF","Professional and Contractual Services",1708594.77,2013
"144","RENT","Rent & Lease",838814.99,2013
"144","SPLY","Supplies",348081.15,2013
"144","TELE","Telecommunications",139320.49,2013
"144","TRAV","Travel and Training",703904.55,2013
"144",NA,"Total:",5618284.65,2013
"144","ASST","Capital Assets",48207.92,2014
"144","INSR","Insurance",10317,2014
"144","REPR","Maintenance and Repair",27785.63,2014
"144","ADMN","Other Administrative and Operating",2829475.63,2014
"144","PRNT","Printing",37858.21,2014
"144","PROF","Professional and Contractual Services",1755224.93,2014
"144","RENT","Rent & Lease",619561.49,2014
"144","SPLY","Supplies",349274.55,2014
"144","TELE","Telecommunications",104043.51,2014
"144","TRAV","Travel and Training",723256.47,2014
"144",NA,"Total:",6505005.34,2014
"144","ASST","Capital Assets",18825,2015
"144","INSR","Insurance",16896,2015
"144","REPR","Maintenance and Repair",36570.91,2015
"144","ADMN","Other Administrative and Operating",761393.78,2015
"144","PRNT","Printing",33167.28,2015
"144","PROF","Professional and Contractual Services",2035102.87,2015
"144","RENT","Rent & Lease",612638.07,2015
"144","SPLY","Supplies",315112.2,2015
"144","TELE","Telecommunications",104354.9,2015
"144","TRAV","Travel and Training",836460.72,2015
"144",NA,"Total:",4770521.73,2015
"144","ASST","Capital Assets",3513.28,2016
"144","FRNG","Fringe Benefits",2045260.99,2016
"144","INSR","Insurance",15649,2016
"144","REPR","Maintenance and Repair",32972.08,2016
"144","ADMN","Other Administrative and Operating",622483.2,2016
"144","PRNT","Printing",8861.19,2016
"144","PROF","Professional and Contractual Services",2062445.37,2016
"144","RENT","Rent & Lease",616463.38,2016
"144","SPLY","Supplies",124608.25,2016
"144","TELE","Telecommunications",86818.35,2016
"144","TRAV","Travel and Training",530618.12,2016
"144",NA,"Total:",6149693.21,2016
"144","ASST","Capital Assets",2702.67,2017
"144","FRNG","Fringe Benefits",2676131.23,2017
"144","INSR","Insurance",16173,2017
"144","REPR","Maintenance and Repair",25600.52,2017
"144","ADMN","Other Administrative and Operating",835171.34,2017
"144","PRNT","Printing",4230.27,2017
"144","PROF","Professional and Contractual Services",2903312.78,2017
"144","RENT","Rent & Lease",591842.67,2017
"144","SPLY","Supplies",238165.47,2017
"144","TELE","Telecommunications",95868.19,2017
"144","TRAV","Travel and Training",420192.84,2017
"144",NA,"Total:",7809390.98,2017
"144","ASST","Capital Assets",18030,2018
"144","FRNG","Fringe Benefits",2786682.21,2018
"144","INSR","Insurance",18485,2018
"144","REPR","Maintenance and Repair",22741.85,2018
"144","ADMN","Other Administrative and Operating",1170039.18,2018
"144","PRNT","Printing",12042.88,2018
"144","PROF","Professional and Contractual Services",2458783.57,2018
"144","RENT","Rent & Lease",651998.67,2018
"144","SPLY","Supplies",643485.38,2018
"144","TELE","Telecommunications",103242.98,2018
"144","TRAV","Travel and Training",410834.45,2018
"144",NA,"Total:",8296366.17,2018
"144","ASST","Capital Assets",2550.6,2019
"144","FRNG","Fringe Benefits",2776635.44,2019
"144","INSR","Insurance",7668,2019
"144","REPR","Maintenance and Repair",22351.14,2019
"144","ADMN","Other Administrative and Operating",1962487.96,2019
"144","PRNT","Printing",13903.65,2019
"144","PROF","Professional and Contractual Services",2403542.62,2019
"144","RENT","Rent & Lease",934004.53,2019
"144","SPLY","Supplies",488017.73,2019
"144","TELE","Telecommunications",84902.38,2019
"144","TRAV","Travel and Training",433538.62,2019
"144",NA,"Total:",9129602.67,2019
"144","FRNG","Fringe Benefits",2950709.26,2020
"144","INSR","Insurance",13937,2020
"144","REPR","Maintenance and Repair",18025.95,2020
"144","ADMN","Other Administrative and Operating",1527010.55,2020
"144","PRNT","Printing",2398.77,2020
"144","PROF","Professional and Contractual Services",3981674.35,2020
"144","RENT","Rent & Lease",966000.9,2020
"144","SPLY","Supplies",786855.29,2020
"144","TELE","Telecommunications",81488.45,2020
"144","TRAV","Travel and Training",311490.19,2020
"144",NA,"Total:",10639590.71,2020
"144","FRNG","Fringe Benefits",2613143.97,2021
"144","INSR","Insurance",7565,2021
"144","REPR","Maintenance and Repair",4254.88,2021
"144","ADMN","Other Administrative and Operating",771277.4,2021
"144","PRNT","Printing",2877.81,2021
"144","PROF","Professional and Contractual Services",2148133.98,2021
"144","RENT","Rent & Lease",889953.96,2021
"144","SPLY","Supplies",463121.14,2021
"144","TELE","Telecommunications",77523.52,2021
"144","TRAV","Travel and Training",16744.13,2021
"144",NA,"Total:",6994595.79,2021
"144","ASST","Capital Assets",359.8,2022
"144","FRNG","Fringe Benefits",2822777.21,2022
"144","INSR","Insurance",14460,2022
"144","REPR","Maintenance and Repair",5655.53,2022
"144","ADMN","Other Administrative and Operating",968693.33,2022
"144","PRNT","Printing",657.22,2022
"144","PROF","Professional and Contractual Services",2311186.07,2022
"144","RENT","Rent & Lease",890943.18,2022
"144","SPLY","Supplies",431785.8,2022
"144","TELE","Telecommunications",108821.06,2022
"144","TRAV","Travel and Training",144227.37,2022
"144",NA,"Total:",7699566.57,2022
"144","ASST","Capital Assets",180.8,2023
"144","FRNG","Fringe Benefits",1949213.19,2023
"144","INSR","Insurance",14757,2023
"144","REPR","Maintenance and Repair",4808.29,2023
"144","ADMN","Other Administrative and Operating",777602.33,2023
"144","PRNT","Printing",169.97,2023
"144","PROF","Professional and Contractual Services",2138481.67,2023
"144","RENT","Rent & Lease",538549.05,2023
"144","SPLY","Supplies",581218.14,2023
"144","TELE","Telecommunications",94404.89,2023
"144","TRAV","Travel and Training",190238.59,2023
"144",NA,"Total:",6289623.92,2023
"373","ADMN","Other Administrative and Operating",126700,2008
"373",NA,"Total:",126700,2008
"373","ADMN","Other Administrative and Operating",126700,2009
"373",NA,"Total:",126700,2009
"373","ADMN","Other Administrative and Operating",125400,2010
"373",NA,"Total:",125400,2010
"373","ADMN","Other Administrative and Operating",125400,2011
"373",NA,"Total:",125400,2011
"373","ADMN","Other Administrative and Operating",125400,2012
"373",NA,"Total:",125400,2012
"373","ADMN","Other Administrative and Operating",125400,2013
"373",NA,"Total:",125400,2013
"373","ADMN","Other Administrative and Operating",125400,2014
"373",NA,"Total:",125400,2014
"373","ADMN","Other Administrative and Operating",125400,2015
"373",NA,"Total:",125400,2015
"373","ADMN","Other Administrative and Operating",125400,2016
"373",NA,"Total:",125400,2016
"373","ADMN","Other Administrative and Operating",125400,2017
"373",NA,"Total:",125400,2017
"373","ADMN","Other Administrative and Operating",125400,2018
"373",NA,"Total:",125400,2018
"373","ADMN","Other Administrative and Operating",125400,2019
"373",NA,"Total:",125400,2019
"373","ADMN","Other Administrative and Operating",125400,2020
"373",NA,"Total:",125400,2020
"373","ADMN","Other Administrative and Operating",125400,2021
"373",NA,"Total:",125400,2021
"373","ADMN","Other Administrative and Operating",125400,2022
"373",NA,"Total:",125400,2022
"373","No Categories",NA,NA,2023
"373",NA,"Total:",0,2023
"511","ASST","Capital Assets",23943.99,2008
"511","UTIL","Fuel and Utilities",1706.16,2008
"511","INSR","Insurance",50,2008
"511","REPR","Maintenance and Repair",251.95,2008
"511","ADMN","Other Administrative and Operating",99231.79,2008
"511","PRNT","Printing",50828.74,2008
"511","PROF","Professional and Contractual Services",1133014.75,2008
"511","RENT","Rent & Lease",94647.95,2008
"511","SPLY","Supplies",18605.83,2008
"511","TELE","Telecommunications",16159.29,2008
"511","TRAV","Travel and Training",123082.73,2008
"511",NA,"Total:",1561523.18,2008
"511","ASST","Capital Assets",124222.64,2009
"511","UTIL","Fuel and Utilities",3286.67,2009
"511","INSR","Insurance",6618,2009
"511","REPR","Maintenance and Repair",3852.02,2009
"511","ADMN","Other Administrative and Operating",1028819.01,2009
"511","PRNT","Printing",65989.58,2009
"511","PROF","Professional and Contractual Services",1691573.76,2009
"511","RENT","Rent & Lease",274676.63,2009
"511","SPLY","Supplies",130185.42,2009
"511","TELE","Telecommunications",37564.38,2009
"511","TRAV","Travel and Training",114168.13,2009
"511",NA,"Total:",3480956.24,2009
"511","UTIL","Fuel and Utilities",2429.12,2010
"511","INSR","Insurance",3162,2010
"511","REPR","Maintenance and Repair",567.18,2010
"511","ADMN","Other Administrative and Operating",165995.65,2010
"511","PRNT","Printing",44621.41,2010
"511","PROF","Professional and Contractual Services",1790187.41,2010
"511","RENT","Rent & Lease",283413.86,2010
"511","SPLY","Supplies",124586.77,2010
"511","TELE","Telecommunications",31319.45,2010
"511","TRAV","Travel and Training",126806.48,2010
"511",NA,"Total:",2573089.33,2010
"511","UTIL","Fuel and Utilities",2233.68,2011
"511","INSR","Insurance",6742,2011
"511","REPR","Maintenance and Repair",1559.11,2011
"511","ADMN","Other Administrative and Operating",218200.05,2011
"511","PRNT","Printing",82402.87,2011
"511","PROF","Professional and Contractual Services",2086927.76,2011
"511","RENT","Rent & Lease",291136.43,2011
"511","SPLY","Supplies",22927.6,2011
"511","TELE","Telecommunications",22248.43,2011
"511","TRAV","Travel and Training",56295.51,2011
"511",NA,"Total:",2790673.44,2011
"511","ASST","Capital Assets",2058,2012
"511","UTIL","Fuel and Utilities",677.96,2012
"511","INSR","Insurance",40149,2012
"511","REPR","Maintenance and Repair",15379,2012
"511","ADMN","Other Administrative and Operating",345939.5,2012
"511","PRNT","Printing",60125.32,2012
"511","PROF","Professional and Contractual Services",2779110.82,2012
"511","RENT","Rent & Lease",295272.3,2012
"511","SPLY","Supplies",108271.86,2012
"511","TELE","Telecommunications",30173.93,2012
"511","TRAV","Travel and Training",53840.51,2012
"511",NA,"Total:",3730998.2,2012
"511","ASST","Capital Assets",4427.81,2013
"511","INSR","Insurance",43636.1,2013
"511","REPR","Maintenance and Repair",3764.79,2013
"511","ADMN","Other Administrative and Operating",325431.36,2013
"511","PRNT","Printing",58194.58,2013
"511","PROF","Professional and Contractual Services",2778571.25,2013
"511","RENT","Rent & Lease",301970.51,2013
"511","SPLY","Supplies",114327.61,2013
"511","TELE","Telecommunications",25982.56,2013
"511","TRAV","Travel and Training",60202.62,2013
"511",NA,"Total:",3716509.19,2013
"511","ASST","Capital Assets",372,2014
"511","INSR","Insurance",67201.9,2014
"511","REPR","Maintenance and Repair",3139.52,2014
"511","ADMN","Other Administrative and Operating",56789.73,2014
"511","PRNT","Printing",24903.31,2014
"511","PROF","Professional and Contractual Services",2250594.24,2014
"511","RENT","Rent & Lease",335243.26,2014
"511","SPLY","Supplies",48155.43,2014
"511","TELE","Telecommunications",38726.69,2014
"511","TRAV","Travel and Training",45479.21,2014
"511",NA,"Total:",2870605.29,2014
"511","INSR","Insurance",60953,2015
"511","REPR","Maintenance and Repair",3539.26,2015
"511","ADMN","Other Administrative and Operating",241966.44,2015
"511","PRNT","Printing",49038.26,2015
"511","PROF","Professional and Contractual Services",1995644.05,2015
"511","RENT","Rent & Lease",299025.38,2015
"511","SPLY","Supplies",33169.84,2015
"511","TELE","Telecommunications",44365.4,2015
"511","TRAV","Travel and Training",35515.92,2015
"511",NA,"Total:",2763217.55,2015
"511","FRNG","Fringe Benefits",466297.92,2016
"511","INSR","Insurance",74451,2016
"511","REPR","Maintenance and Repair",2352.04,2016
"511","ADMN","Other Administrative and Operating",530092.38,2016
"511","PRNT","Printing",9474.64,2016
"511","PROF","Professional and Contractual Services",1157423.01,2016
"511","RENT","Rent & Lease",293508.2,2016
"511","SPLY","Supplies",555951.29,2016
"511","TELE","Telecommunications",27612.9,2016
"511","TRAV","Travel and Training",11918,2016
"511",NA,"Total:",3129081.38,2016
"511","FRNG","Fringe Benefits",60538.08,2017
"511","REPR","Maintenance and Repair",620.69,2017
"511","ADMN","Other Administrative and Operating",189692.75,2017
"511","PROF","Professional and Contractual Services",201993.69,2017
"511","RENT","Rent & Lease",910.46,2017
"511","SPLY","Supplies",3806.16,2017
"511","TELE","Telecommunications",1861.01,2017
"511",NA,"Total:",459422.84,2017
"511","ADMN","Other Administrative and Operating",7874.97,2018
"511",NA,"Total:",7874.97,2018
"511","No Categories",NA,NA,2019
"511",NA,"Total:",0,2019
"511","No Categories",NA,NA,2020
"511",NA,"Total:",0,2020
"511","No Categories",NA,NA,2021
"511",NA,"Total:",0,2021
"511","No Categories",NA,NA,2022
"511",NA,"Total:",0,2022
"511","No Categories",NA,NA,2023
"511",NA,"Total:",0,2023
"525","ASST","Capital Assets",24366.6,2008
"525","INSR","Insurance",7375,2008
"525","REPR","Maintenance and Repair",8306.91,2008
"525","ADMN","Other Administrative and Operating",232839.93,2008
"525","PRNT","Printing",8202.23,2008
"525","PROF","Professional and Contractual Services",76419.53,2008
"525","RENT","Rent & Lease",17390.22,2008
"525","SPLY","Supplies",94388.59,2008
"525","TELE","Telecommunications",76765.42,2008
"525","TRAV","Travel and Training",91095.93,2008
"525",NA,"Total:",637150.36,2008
"525","INSR","Insurance",6140,2009
"525","REPR","Maintenance and Repair",8408.4,2009
"525","ADMN","Other Administrative and Operating",229915.78,2009
"525","PRNT","Printing",4980.07,2009
"525","PROF","Professional and Contractual Services",94246.24,2009
"525","RENT","Rent & Lease",26637.87,2009
"525","SPLY","Supplies",91913.35,2009
"525","TELE","Telecommunications",86825.51,2009
"525","TRAV","Travel and Training",94285.26,2009
"525",NA,"Total:",643352.48,2009
"525","INSR","Insurance",7941,2010
"525","REPR","Maintenance and Repair",13000.47,2010
"525","ADMN","Other Administrative and Operating",221722.83,2010
"525","PRNT","Printing",3223.9,2010
"525","PROF","Professional and Contractual Services",162268.43,2010
"525","RENT","Rent & Lease",25202.57,2010
"525","SPLY","Supplies",96691.93,2010
"525","TELE","Telecommunications",75786.4,2010
"525","TRAV","Travel and Training",88159.19,2010
"525",NA,"Total:",693996.72,2010
"525","INSR","Insurance",8775,2011
"525","REPR","Maintenance and Repair",8979.67,2011
"525","ADMN","Other Administrative and Operating",201341.59,2011
"525","PRNT","Printing",11811.82,2011
"525","PROF","Professional and Contractual Services",289909.72,2011
"525","RENT","Rent & Lease",38005.4,2011
"525","SPLY","Supplies",89044.02,2011
"525","TELE","Telecommunications",63307.16,2011
"525","TRAV","Travel and Training",82418.97,2011
"525",NA,"Total:",793593.35,2011
"525","ASST","Capital Assets",1768.38,2012
"525","UTIL","Fuel and Utilities",0,2012
"525","INSR","Insurance",7873,2012
"525","REPR","Maintenance and Repair",21428.45,2012
"525","ADMN","Other Administrative and Operating",205142.89,2012
"525","PRNT","Printing",4106.36,2012
"525","PROF","Professional and Contractual Services",264897.44,2012
"525","RENT","Rent & Lease",24624.61,2012
"525","SPLY","Supplies",76267.98,2012
"525","TELE","Telecommunications",66034.23,2012
"525","TRAV","Travel and Training",53890.18,2012
"525",NA,"Total:",726033.52,2012
"525","ASST","Capital Assets",632.03,2013
"525","INSR","Insurance",17025,2013
"525","REPR","Maintenance and Repair",21672.19,2013
"525","ADMN","Other Administrative and Operating",196012.5,2013
"525","PRNT","Printing",5687.22,2013
"525","PROF","Professional and Contractual Services",268125.71,2013
"525","RENT","Rent & Lease",17020.9,2013
"525","SPLY","Supplies",94929.86,2013
"525","TELE","Telecommunications",48887.01,2013
"525","TRAV","Travel and Training",57516.42,2013
"525",NA,"Total:",727508.84,2013
"525","INSR","Insurance",7439,2014
"525","REPR","Maintenance and Repair",11909.81,2014
"525","ADMN","Other Administrative and Operating",223266.98,2014
"525","PRNT","Printing",6747.82,2014
"525","PROF","Professional and Contractual Services",220097.06,2014
"525","RENT","Rent & Lease",17695.76,2014
"525","SPLY","Supplies",86732.3,2014
"525","TELE","Telecommunications",42515.16,2014
"525","TRAV","Travel and Training",78141.94,2014
"525",NA,"Total:",694545.83,2014
"525","INSR","Insurance",21399,2015
"525","REPR","Maintenance and Repair",15674.1,2015
"525","ADMN","Other Administrative and Operating",217731.88,2015
"525","PRNT","Printing",4730.86,2015
"525","PROF","Professional and Contractual Services",122222.02,2015
"525","RENT","Rent & Lease",14889.62,2015
"525","SPLY","Supplies",84202.6,2015
"525","TELE","Telecommunications",38034.32,2015
"525","TRAV","Travel and Training",59596.11,2015
"525",NA,"Total:",578480.51,2015
"525","FRNG","Fringe Benefits",444503.01,2016
"525","REPR","Maintenance and Repair",15391.54,2016
"525","ADMN","Other Administrative and Operating",296661.71,2016
"525","PRNT","Printing",306.42,2016
"525","PROF","Professional and Contractual Services",19565.55,2016
"525","RENT","Rent & Lease",18273.45,2016
"525","SPLY","Supplies",124344.89,2016
"525","TELE","Telecommunications",38198.83,2016
"525","TRAV","Travel and Training",7424.93,2016
"525",NA,"Total:",964670.33,2016
"525","FRNG","Fringe Benefits",557848.04,2017
"525","INSR","Insurance",22946,2017
"525","REPR","Maintenance and Repair",2615.93,2017
"525","ADMN","Other Administrative and Operating",493821.95,2017
"525","PRNT","Printing",426.8,2017
"525","PROF","Professional and Contractual Services",4118.86,2017
"525","RENT","Rent & Lease",28107.46,2017
"525","SPLY","Supplies",142780.3,2017
"525","TELE","Telecommunications",40437.49,2017
"525","TRAV","Travel and Training",14.03,2017
"525",NA,"Total:",1293116.86,2017
"525","FRNG","Fringe Benefits",555941.88,2018
"525","INSR","Insurance",8110,2018
"525","REPR","Maintenance and Repair",9169.24,2018
"525","ADMN","Other Administrative and Operating",345002.65,2018
"525","PRNT","Printing",6572.45,2018
"525","PROF","Professional and Contractual Services",12326.82,2018
"525","RENT","Rent & Lease",26615.12,2018
"525","SPLY","Supplies",165282.13,2018
"525","TELE","Telecommunications",48276.16,2018
"525","TRAV","Travel and Training",2868.34,2018
"525",NA,"Total:",1180164.79,2018
"525","FRNG","Fringe Benefits",556617.4,2019
"525","INSR","Insurance",20016,2019
"525","REPR","Maintenance and Repair",7472.6,2019
"525","ADMN","Other Administrative and Operating",406743.06,2019
"525","PRNT","Printing",4585.45,2019
"525","PROF","Professional and Contractual Services",10476.95,2019
"525","RENT","Rent & Lease",22875.12,2019
"525","SPLY","Supplies",144870.43,2019
"525","TELE","Telecommunications",35524.54,2019
"525","TRAV","Travel and Training",98712.32,2019
"525",NA,"Total:",1307893.87,2019
"525","FRNG","Fringe Benefits",649863.99,2020
"525","INSR","Insurance",21346,2020
"525","REPR","Maintenance and Repair",8337.49,2020
"525","ADMN","Other Administrative and Operating",731105.33,2020
"525","PRNT","Printing",423.78,2020
"525","PROF","Professional and Contractual Services",4184.43,2020
"525","RENT","Rent & Lease",11866.77,2020
"525","SPLY","Supplies",76740.83,2020
"525","TELE","Telecommunications",46122.34,2020
"525","TRAV","Travel and Training",17832.52,2020
"525",NA,"Total:",1567823.48,2020
"525","FRNG","Fringe Benefits",579632,2021
"525","INSR","Insurance",32371,2021
"525","REPR","Maintenance and Repair",41473.39,2021
"525","ADMN","Other Administrative and Operating",306527.43,2021
"525","PRNT","Printing",74.07,2021
"525","PROF","Professional and Contractual Services",13825.01,2021
"525","RENT","Rent & Lease",17176.18,2021
"525","SPLY","Supplies",25554.41,2021
"525","TELE","Telecommunications",39263.93,2021
"525","TRAV","Travel and Training",10621.26,2021
"525",NA,"Total:",1066518.68,2021
"525","FRNG","Fringe Benefits",633209.44,2022
"525","INSR","Insurance",47452,2022
"525","REPR","Maintenance and Repair",43141.66,2022
"525","ADMN","Other Administrative and Operating",95346849.85,2022
"525","PROF","Professional and Contractual Services",11875.49,2022
"525","RENT","Rent & Lease",14050.12,2022
"525","SPLY","Supplies",66727.53,2022
"525","TELE","Telecommunications",66317.86,2022
"525","TRAV","Travel and Training",6797.1,2022
"525",NA,"Total:",96236421.05,2022
"525","FRNG","Fringe Benefits",470420.6,2023
"525","INSR","Insurance",54973,2023
"525","REPR","Maintenance and Repair",25398.87,2023
"525","ADMN","Other Administrative and Operating",47050823.5,2023
"525","PRNT","Printing",1549.1,2023
"525","PROF","Professional and Contractual Services",5457.55,2023
"525","RENT","Rent & Lease",17082.08,2023
"525","SPLY","Supplies",54538.17,2023
"525","TELE","Telecommunications",41383.13,2023
"525","TRAV","Travel and Training",9289.25,2023
"525",NA,"Total:",47730915.25,2023
"435","ASST","Capital Assets",2416101.52,2008
"435","PROJ","Capital Projects",11732302.02,2008
"435","UTIL","Fuel and Utilities",9350277.98,2008
"435","INSR","Insurance",16818.52,2008
"435","REPR","Maintenance and Repair",3238226.7,2008
"435","ADMN","Other Administrative and Operating",13448333.57,2008
"435","PRNT","Printing",851692.27,2008
"435","PROF","Professional and Contractual Services",120968207.76,2008
"435","RENT","Rent & Lease",10360065.28,2008
"435","SPLY","Supplies",25698965.51,2008
"435","TELE","Telecommunications",1913825.5,2008
"435","TRAV","Travel and Training",4254485.22,2008
"435",NA,"Total:",204249301.85,2008
"435","ASST","Capital Assets",3796153.29,2009
"435","PROJ","Capital Projects",18927615.62,2009
"435","UTIL","Fuel and Utilities",10544482.61,2009
"435","INSR","Insurance",16959.56,2009
"435","REPR","Maintenance and Repair",2247563.53,2009
"435","ADMN","Other Administrative and Operating",15259018.25,2009
"435","PRNT","Printing",835829.72,2009
"435","PROF","Professional and Contractual Services",110301199.91,2009
"435","RENT","Rent & Lease",7987835.3,2009
"435","SPLY","Supplies",26791571.04,2009
"435","TELE","Telecommunications",1518770.32,2009
"435","TRAV","Travel and Training",3471819.25,2009
"435",NA,"Total:",201698818.4,2009
"435","ASST","Capital Assets",2577227.54,2010
"435","PROJ","Capital Projects",14867255.71,2010
"435","UTIL","Fuel and Utilities",8612346.21,2010
"435","INSR","Insurance",150149.86,2010
"435","REPR","Maintenance and Repair",2516778.26,2010
"435","ADMN","Other Administrative and Operating",18170448,2010
"435","PRNT","Printing",485800.13,2010
"435","PROF","Professional and Contractual Services",114024706.05,2010
"435","RENT","Rent & Lease",8519720.14,2010
"435","SPLY","Supplies",26629883.85,2010
"435","TELE","Telecommunications",2710502.12,2010
"435","TRAV","Travel and Training",3505190.41,2010
"435",NA,"Total:",202770008.28,2010
"435","ASST","Capital Assets",3169258.71,2011
"435","PROJ","Capital Projects",20285781.13,2011
"435","UTIL","Fuel and Utilities",8726030.54,2011
"435","INSR","Insurance",8423.59,2011
"435","REPR","Maintenance and Repair",2416336.53,2011
"435","ADMN","Other Administrative and Operating",20170905.84,2011
"435","PRNT","Printing",276758.67,2011
"435","PROF","Professional and Contractual Services",156875021.3,2011
"435","RENT","Rent & Lease",8825697.18,2011
"435","SPEC","Special Purpose",13028.85,2011
"435","SPLY","Supplies",23982973.37,2011
"435","TELE","Telecommunications",2096435.29,2011
"435","TRAV","Travel and Training",3494298.49,2011
"435",NA,"Total:",250340949.49,2011
"435","ASST","Capital Assets",4027562.22,2012
"435","PROJ","Capital Projects",8041969.75,2012
"435","UTIL","Fuel and Utilities",9031053.24,2012
"435","INSR","Insurance",13335.53,2012
"435","REPR","Maintenance and Repair",1242011.35,2012
"435","ADMN","Other Administrative and Operating",22845948.69,2012
"435","PRNT","Printing",70205.41,2012
"435","PROF","Professional and Contractual Services",174539544.86,2012
"435","RENT","Rent & Lease",8910781.95,2012
"435","SPLY","Supplies",25794208.3,2012
"435","TELE","Telecommunications",2700915.42,2012
"435","TRAV","Travel and Training",3219380.6,2012
"435",NA,"Total:",260436917.32,2012
"435","ASST","Capital Assets",4558173.06,2013
"435","PROJ","Capital Projects",6736177.24,2013
"435","UTIL","Fuel and Utilities",9287276.32,2013
"435","INSR","Insurance",17224.94,2013
"435","REPR","Maintenance and Repair",2841421.49,2013
"435","ADMN","Other Administrative and Operating",20882485.25,2013
"435","PRNT","Printing",36626.21,2013
"435","PROF","Professional and Contractual Services",135568333.41,2013
"435","RENT","Rent & Lease",12413535.61,2013
"435","SPLY","Supplies",24986680.47,2013
"435","TELE","Telecommunications",3076543.43,2013
"435","TRAV","Travel and Training",3171498.61,2013
"435",NA,"Total:",223575976.04,2013
"435","ASST","Capital Assets",4840071.04,2014
"435","PROJ","Capital Projects",11084006.66,2014
"435","UTIL","Fuel and Utilities",9103752.45,2014
"435","INSR","Insurance",6817.75,2014
"435","REPR","Maintenance and Repair",2398721.93,2014
"435","ADMN","Other Administrative and Operating",21352852.82,2014
"435","PRNT","Printing",99847.49,2014
"435","PROF","Professional and Contractual Services",148857813.68,2014
"435","RENT","Rent & Lease",10982716.5,2014
"435","SPLY","Supplies",31214479.47,2014
"435","TELE","Telecommunications",2818127.19,2014
"435","TRAV","Travel and Training",3324349.55,2014
"435",NA,"Total:",246083556.53,2014
"435","ASST","Capital Assets",3123872.76,2015
"435","PROJ","Capital Projects",14124184.44,2015
"435","UTIL","Fuel and Utilities",8432652.59,2015
"435","INSR","Insurance",7364.84,2015
"435","REPR","Maintenance and Repair",2866346.86,2015
"435","ADMN","Other Administrative and Operating",24547653.41,2015
"435","PRNT","Printing",119448.46,2015
"435","PROF","Professional and Contractual Services",174409026.04,2015
"435","RENT","Rent & Lease",14184001.19,2015
"435","SPLY","Supplies",31616062.02,2015
"435","TELE","Telecommunications",2994361.32,2015
"435","TRAV","Travel and Training",3517238.28,2015
"435",NA,"Total:",279942212.21,2015
"435","ASST","Capital Assets",2943340.68,2016
"435","PROJ","Capital Projects",2842708.67,2016
"435","FRNG","Fringe Benefits",87146579.01,2016
"435","UTIL","Fuel and Utilities",7525790.42,2016
"435","INSR","Insurance",174920.51,2016
"435","REPR","Maintenance and Repair",3613644.58,2016
"435","ADMN","Other Administrative and Operating",51235408.97,2016
"435","PRNT","Printing",682176.18,2016
"435","PROF","Professional and Contractual Services",173962026.84,2016
"435","RENT","Rent & Lease",13064401.59,2016
"435","SPEC","Special Purpose",478444.96,2016
"435","SPLY","Supplies",30044521.51,2016
"435","TELE","Telecommunications",3983123.89,2016
"435","TRAV","Travel and Training",2915257.94,2016
"435",NA,"Total:",380612345.75,2016
"435","ASST","Capital Assets",7217394.2,2017
"435","PROJ","Capital Projects",60286.06,2017
"435","FRNG","Fringe Benefits",120977945.67,2017
"435","UTIL","Fuel and Utilities",8296949.93,2017
"435","INSR","Insurance",6608.78,2017
"435","REPR","Maintenance and Repair",5797263.52,2017
"435","ADMN","Other Administrative and Operating",71453768.35,2017
"435","PRNT","Printing",929242.85,2017
"435","PROF","Professional and Contractual Services",193297255.81,2017
"435","RENT","Rent & Lease",12805707.64,2017
"435","SPEC","Special Purpose",140185.15,2017
"435","SPLY","Supplies",29667660.3,2017
"435","TELE","Telecommunications",2847006.05,2017
"435","TRAV","Travel and Training",2758713.32,2017
"435",NA,"Total:",456255987.63,2017
"435","ASST","Capital Assets",2067465.85,2018
"435","PROJ","Capital Projects",70598.86,2018
"435","FRNG","Fringe Benefits",121259065.58,2018
"435","UTIL","Fuel and Utilities",8716083.13,2018
"435","INSR","Insurance",5766233.28,2018
"435","REPR","Maintenance and Repair",4756323.44,2018
"435","ADMN","Other Administrative and Operating",87389371.66,2018
"435","PRNT","Printing",875337.9,2018
"435","PROF","Professional and Contractual Services",190261722.12,2018
"435","RENT","Rent & Lease",13674412.03,2018
"435","SPEC","Special Purpose",1160,2018
"435","SPLY","Supplies",28963528.65,2018
