FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
623,30706.146,16794.787646699067,0.1523595030689732,5,12,1,LLC,445250,17
630,55303.643,19516.362540200502,0.23614220668291191,5,9,0,LLC,445320,15
700,79313.263,38873.83546052364,0.1700228059576271,5,11,1,Partner,459210,21
591,775559.968,267808.15203221794,0.2413294623143443,5,10,0,Partner,445292,19
682,29481.146,8273.207279756245,0.2969540208037736,5,10,1,Corp,445320,8
599,110904.697,114735.52876742434,0.08055096954377164,5,11,0,LLC,458210,20
704,395140.042,108609.057055822,0.3031822366012173,5,8,0,Sole,722410,20
624,118960.262,29553.67755854977,0.3354355865535512,5,9,0,Sole,445110,13
788,100720.119,84058.80174416956,0.09985085530418206,4,11,0,Corp,444140,20
624,287510.65,201310.72627721322,0.11901611641070975,5,8,1,Corp,441120,17
705,243624.09,57415.06665954337,0.3536006954478639,5,9,1,Corp,459910,19
700,110240.393,36149.47411857358,0.25413092833753137,5,9,1,Sole,445131,19
687,58540.59,27075.618741421094,0.18017621486658414,5,11,0,Sole,445291,19
734,21802.621,8638.734536808915,0.21031842981072518,4,8,1,Sole,445240,24
688,198186.319,262238.9266639174,0.06297892838960349,5,8,1,LLC,459210,25
732,589082.117,485652.3173409524,0.10108090636825456,4,11,1,Sole,458310,17
758,30610.136,13633.937399315955,0.18709523096348146,4,9,0,Corp,722511,20
644,354958.808,275758.3230666956,0.1072674809511095,5,10,0,Corp,459210,21
674,40615.708,6173.144587009474,0.5482849600600387,5,8,1,LLC,722511,26
665,35549.046,6918.494595965884,0.42818859780961055,5,9,0,Corp,445110,18
699,161090.233,97696.41161312832,0.1374071561245491,5,9,0,Corp,458310,18
674,246199.748,55968.67922568121,0.36657369711973853,5,8,1,Corp,458310,22
654,635280.392,651332.0904789336,0.08127963206563202,5,8,0,LLC,445230,15
746,40209.678,11204.582617826849,0.2990567890203032,4,9,1,Corp,459210,18
687,138821.446,42277.61506958383,0.27363071011203116,5,8,1,Sole,722513,23
764,43763.841,18707.41449914199,0.19494873276941974,4,9,0,Corp,459310,14
727,10515.161,3247.913919143565,0.2697926849298169,4,8,0,LLC,722513,15
659,144021.517,54555.685623313075,0.2199916094209006,5,12,0,Corp,445230,13
669,497363.668,126863.96214145023,0.3267040665742488,5,12,0,LLC,444240,17
700,76915.521,40562.457561644034,0.1580186984543303,5,11,0,Partner,722513,21
798,47025.445,14185.195050944563,0.2762589495075282,4,12,1,LLC,445292,20
706,45788.204,29067.03042792595,0.13127187781111532,5,8,0,Corp,722511,18
696,144104.329,44559.67898703864,0.26949687152877333,5,8,1,LLC,459910,15
704,506503.957,352232.30645147414,0.11983189023335165,5,8,1,Corp,445110,16
736,159000.035,56816.225899321034,0.23320807932835622,4,12,1,LLC,445320,18
729,192828.313,116268.85837980651,0.13820576126104106,4,12,1,Sole,458310,18
694,38857.416,14734.759582475444,0.21976049095848194,5,8,0,Sole,445250,19
707,393025.506,604608.2357190438,0.05417082263368246,5,9,0,Sole,444140,13
615,34071.271,9582.660945205853,0.29629271029919974,5,11,1,Partner,445110,19
708,175846.892,145518.4947335514,0.10070134173321678,5,12,0,Sole,445320,21
733,412575.333,89656.61287818105,0.3834773213741055,4,10,1,Partner,722410,15
643,221430.443,54769.13790818747,0.33691486887377475,5,12,0,LLC,445110,16
695,198481.689,92755.39297933306,0.17831999001594798,5,10,0,LLC,459310,21
776,99149.427,46892.129195725145,0.17620126003477007,4,10,1,Partner,445291,16
736,23310.713,16866.64560538475,0.11517165073098447,4,8,1,Partner,459310,16
695,55761.788,20089.349828223207,0.23130741942372018,5,11,1,Partner,459210,15
786,224738.322,197735.5477934867,0.09471333662048242,4,13,1,LLC,445240,13
644,242643.748,74878.43569677483,0.2700418637912899,5,10,0,Partner,445250,21
704,42412.204,10670.40029118699,0.33122940441629556,5,12,1,Sole,445230,25
718,248860.494,141330.18750812983,0.14673704794177148,4,12,1,Corp,722513,14
745,155434.761,34141.82243825182,0.37938504230189635,4,9,0,Sole,445320,19
626,39744.069,16947.65796565869,0.19542557188203646,5,12,0,Sole,459910,5
673,152443.959,85885.93916231158,0.1479131901438718,5,8,0,LLC,441120,19
744,25210.685,5263.737736822615,0.3991252075440295,4,12,0,Partner,459210,22
596,1148325.144,370691.250093025,0.2581495030594481,5,11,0,Corp,722514,13
711,234998.288,176655.06441459627,0.11085552928562736,5,10,0,LLC,722330,21
753,165333.752,106328.37604435555,0.1295779469153104,4,9,0,Sole,722511,13
722,590815.174,416945.62530951883,0.11808397748935276,4,11,1,Partner,722330,23
669,39050.768,26871.529067322208,0.12110329332259899,5,12,0,Sole,445291,17
788,274381.337,82649.94219932001,0.27665005937360215,4,11,0,Corp,722410,14
734,236054.14,110329.78722275303,0.17829435575378863,4,11,1,Partner,458210,15
702,169570.746,40951.467327840175,0.3450644487747902,5,8,1,Partner,444240,15
675,289941.126,91338.0442399883,0.2645311786676274,5,8,0,Corp,445240,15
723,599418.221,141416.23588571182,0.35322336295979423,4,8,1,Partner,722513,25
733,61785.125,23829.3955613967,0.2160676045433393,4,12,0,LLC,445250,18
671,205979.236,627033.5464781694,0.027374829352819874,5,12,0,Corp,444240,15
693,185053.216,48603.666488027324,0.31728267531281934,5,11,1,LLC,445131,17
653,280055.517,71792.89815309686,0.32507337564548916,5,10,1,Sole,459310,21
591,37047.458,34660.452007593776,0.08907235733654803,5,9,0,LLC,444140,24
667,61414.271,30327.52390089577,0.1687528442279293,5,12,0,Partner,444140,20
850,70823.84,36210.55549390551,0.16299077951621077,3,11,1,Partner,445291,22
749,64963.211,11263.949965563248,0.4806130117070316,4,13,1,Sole,445320,29
630,538990.134,161456.8396652327,0.2781910298326739,5,8,0,LLC,459210,22
643,24371.531,26934.290371365194,0.07540428534274116,5,11,0,Sole,445320,11
641,53472.036,21428.973655300026,0.207942903457623,5,9,1,Partner,445110,21
689,112233.474,37940.495753758325,0.24651205299745005,5,11,1,Sole,722513,23
626,205977.608,104112.72381169997,0.16486746324792362,5,12,0,LLC,445320,18
653,90540.858,40205.720090812,0.18766164324275425,5,10,0,Corp,722330,19
617,469783.156,104045.67594731033,0.37626355902727315,5,11,0,Sole,445291,11
662,51780.016,10737.28069271071,0.40187096312595116,5,9,0,Partner,722410,13
688,631412.577,1086699.8026206524,0.04841973341957799,5,12,0,Partner,458210,16
591,237502.431,90013.29611477134,0.2198771748649711,5,8,0,Sole,459210,14
634,262259.759,141469.7143561352,0.15448521979516439,5,11,1,Partner,459910,16
707,145692.861,41190.34679711864,0.2947552689905805,5,11,1,LLC,459210,13
705,18746.994,12141.76896141404,0.12866737169557038,5,11,1,Corp,445291,21
630,596770.43,186378.29748853718,0.26682757508140276,5,8,1,LLC,459310,19
772,17013.438,16478.07790729179,0.0860407693164631,4,12,0,LLC,444240,12
717,24792.685,12604.943514852643,0.1639084761386562,4,10,0,Partner,722514,20
604,569845.32,134049.2901836483,0.3542511111766603,5,11,0,Sole,445320,12
659,247629.098,85864.9535553472,0.2403280653190499,5,11,0,Corp,722410,18
747,336355.756,231724.1237963258,0.12096127875736419,4,12,0,Corp,441120,12
770,190106.772,374213.0524544593,0.04233479002426821,4,12,1,LLC,722514,14
684,185875.598,37318.138416154485,0.4150698245966478,5,8,0,Partner,445320,28
659,12587.284,2952.6519579881774,0.3552536324152612,5,12,0,Sole,445320,15
656,212291.742,87801.43879599443,0.2014884806284869,5,9,0,Partner,722410,20
689,246591.154,162259.99062227542,0.12664405288405264,5,9,1,LLC,722513,18
555,36861.365,6588.832009466583,0.46621015868263893,5,12,0,LLC,722330,17
666,45414.626,18532.266760673603,0.20421420733580609,5,12,0,Corp,722410,17
737,181205.961,138313.07934560344,0.10917620243468319,4,12,0,LLC,459910,21
725,117410.16,80551.54639442335,0.12146483137755587,4,12,1,Corp,445110,23
599,169988.245,55832.92590615035,0.2537156499221348,5,12,0,LLC,459210,18
697,157917.672,46580.03788433575,0.28252029405123064,5,11,0,LLC,444240,21
609,93564.727,55134.6524847233,0.14141851325704358,5,12,0,Corp,459210,17
733,23815.787,37614.415301444395,0.052762987295204775,4,8,1,Corp,459310,19
707,174556.729,272227.58198960696,0.05343468129503748,5,9,1,LLC,445131,23
731,49745.792,27765.190276709294,0.14930503358171063,4,12,1,Sole,459910,15
618,562373.257,174116.5115218437,0.2691556227133231,5,10,1,Sole,444140,12
660,26921.865,48636.41173266576,0.04612776045921171,5,12,1,Partner,445110,14
658,153178.943,111631.84856037992,0.11434829827943166,5,9,0,Sole,445250,18
625,77714.717,16026.652811211781,0.4040910159441457,5,9,0,Sole,445250,21
671,204101.55,84151.91580849585,0.20211616499267923,5,11,1,Partner,445292,20
690,605664.41,142749.02929725972,0.3535718205240052,5,11,1,Partner,445320,10
666,106174.909,36995.43908041987,0.23916215899208398,5,8,0,Partner,444240,19
634,44839.744,15996.861263846577,0.2335861561654143,5,9,0,LLC,445320,12
636,1286422.535,934314.1829638482,0.114738574958371,5,9,0,Sole,722513,21
664,290129.399,362053.5941497052,0.06677864909323218,5,11,0,LLC,444140,26
698,271254.946,71793.74285229038,0.31485444183959543,5,11,0,Corp,445131,17
703,328391.564,179292.6391758744,0.1526329457386281,5,11,0,Corp,445320,20
712,51072.139,121752.83687075086,0.0349561594844101,5,12,1,Corp,722514,20
713,99762.331,111287.6867743658,0.07470303161381091,5,12,1,Partner,445131,13
645,308536.939,75948.77831314265,0.33853621025111436,5,11,1,Corp,458310,19
680,37649.066,17173.759169308458,0.1826869781820169,5,10,0,Corp,722330,21
676,225769.529,140261.80061453112,0.13413578988887956,5,11,1,Sole,459310,15
687,814023.679,386646.0650157278,0.17544548547409622,5,8,1,Sole,444240,22
726,89511.606,50846.8149869049,0.14670143059936144,4,11,1,Corp,459210,17
753,210276.386,99770.84875515106,0.17563278638302626,4,11,1,Sole,445250,19
743,194299.855,71267.37571696842,0.22719588620236197,4,11,0,Partner,445250,15
714,132211.152,26121.812368045474,0.42177762571626554,4,10,1,Sole,458210,22
719,323874.807,126881.70724111258,0.21271440806444916,4,12,0,Corp,722330,20
703,251227.818,110846.81983877241,0.18887011400463335,5,11,0,Sole,445250,24
701,10936.592,3685.6144118820303,0.24728106763650198,5,12,0,Corp,445230,14
713,141664.523,36347.632934398294,0.3247908037910886,5,11,1,Sole,458210,20
790,47976.965,16550.878099056674,0.24156303929847317,4,13,0,Sole,459310,23
616,536967.504,122055.22504244452,0.36661512839322685,5,8,0,Sole,445131,19
699,137248.14,51489.94802274193,0.2221277247152859,5,8,0,Sole,445110,21
682,45323.845,31159.5075149203,0.12121459498436474,5,12,1,LLC,459210,18
566,19289.34,4380.367617310521,0.36696577557728965,5,11,0,Sole,459210,22
695,148852.059,93021.00943238649,0.13334985640008834,5,12,1,Sole,459210,15
657,254337.423,136102.81543542098,0.15572628076938386,5,11,0,Corp,722511,15
670,415556.26,114659.67388401109,0.3020215142802907,5,11,1,LLC,722513,21
676,427578.77,213618.76694424765,0.16679978391583053,5,9,0,Sole,458310,19
590,90597.773,23445.88010295993,0.32201027999428944,5,8,1,Sole,459210,17
701,76877.981,26584.32695304082,0.24098779811064072,5,10,0,LLC,445230,17
662,466206.946,129138.44822092938,0.30084439892655335,5,8,0,LLC,458210,16
714,196363.599,117786.44282852634,0.13892628775471383,4,9,0,Partner,445320,18
743,347558.703,166028.21334201956,0.17444761144502294,4,11,1,Partner,722514,13
713,554020.22,285664.372759818,0.16161746465137347,5,12,0,LLC,722513,17
640,511917.659,540570.1195371227,0.07891632070450962,5,8,1,Corp,459210,12
723,85220.299,38444.06989272638,0.184727881391064,4,8,1,LLC,459210,20
638,25390.332,25580.54601928584,0.08271367618207981,5,8,0,Sole,459210,13
846,12535.468,7533.550339440056,0.1386626870818755,3,10,1,Partner,722513,16
777,412983.32,395167.89347135363,0.08709026526508912,4,9,1,Sole,441120,15
672,38831.711,18034.87253236191,0.1794288210720651,5,10,0,Sole,458310,14
722,66748.563,27127.280180715952,0.20504747298456202,4,10,0,Partner,458210,18
690,20437.068,8681.936919735537,0.1961646365027815,5,8,0,Corp,445230,19
700,970999.353,2482028.895821096,0.03260099545425778,5,9,0,Corp,445230,17
671,99944.773,21903.878509504022,0.3802400145581306,5,8,1,Partner,441120,24
678,233025.579,237069.8163519064,0.08191172772992214,5,11,0,Partner,458310,16
627,505523.109,433306.0015208631,0.09722211463062704,5,8,0,Sole,459210,16
722,40212.744,57796.46318805239,0.05798039906173233,4,10,0,Sole,458210,23
701,21551.903,11164.458414888559,0.16086690907205944,5,12,0,Partner,441120,23
719,655820.351,164106.91862742812,0.333024935047025,4,9,1,Partner,722330,16
759,90411.886,64647.722009800265,0.11654430502889442,4,10,1,Sole,722410,22
713,293246.763,162332.20289583647,0.15053840097075877,5,9,1,Sole,722511,16
640,20159.838,28739.38329237764,0.05845589945020052,5,12,0,LLC,722410,17
604,41691.523,10402.267278910333,0.33399387750564274,5,9,0,Sole,722330,14
730,109234.317,48710.33666056305,0.18687737293694118,4,8,1,LLC,722513,22
658,535185.436,199986.29284398907,0.22300921577722932,5,9,1,Corp,722514,22
568,45823.528,46751.41866113313,0.08167938947503972,5,11,0,Partner,445131,18
776,68615.671,19960.626529071644,0.28646258047087825,4,13,0,Partner,445240,19
665,185377.823,78195.20646947632,0.1975588097295566,5,12,0,LLC,445240,15
593,138960.876,192864.0115579823,0.06004268451358322,5,11,0,Sole,441120,19
695,105534.012,25384.43131062161,0.34645255165988753,5,9,0,LLC,445240,26
704,148377.57,72374.04174575415,0.17084575079331377,5,8,0,LLC,441120,18
689,13372.384,3779.3199659614115,0.29485868975633367,5,9,1,Partner,445291,15
696,70627.512,46498.95044086324,0.12657545910601278,5,11,1,LLC,459910,16
684,45662.056,31440.659957166867,0.12102708208152445,5,11,1,Sole,722513,14
656,238806.424,48277.329500186774,0.4122128448147974,5,9,0,Sole,445230,14
765,218837.202,46579.97058875,0.3915080509819915,4,13,1,LLC,722410,20
714,118404.477,70151.58096775408,0.1406531344537408,4,9,0,Corp,722330,14
783,237852.411,225238.20568458896,0.08800032032645595,4,9,1,LLC,459210,28
762,346924.452,213656.63347707855,0.13531230240553965,4,10,1,Partner,444240,17
747,76968.982,54808.325832428105,0.11702750879389849,4,13,1,Sole,722514,27
637,25157.747,26301.945334452692,0.07970813147119224,5,10,0,Partner,459210,21
695,784685.636,136234.2587647248,0.4799855062858701,5,12,0,Sole,459210,17
745,91425.787,82744.87355935686,0.09207598314677455,4,9,1,LLC,445291,21
762,555608.997,224887.6392919321,0.20588392450460946,4,11,1,Partner,445131,25
666,39698.61,14697.813942729803,0.22508228182031062,5,10,1,Sole,445131,13
596,215619.69,154987.06173103154,0.11593424186066999,5,11,1,Partner,444140,18
641,54093.299,11977.7625706574,0.3763453224318886,5,8,1,LLC,459210,17
664,217349.129,55043.485243567346,0.329056696474055,5,10,0,LLC,445230,17
738,36497.48,10300.866492604104,0.2952622159359502,4,11,0,Sole,445250,11
706,157462.528,24615.912394554587,0.5330648372081503,5,9,0,Sole,445250,20
733,477719.731,123956.07669520899,0.3211619683738508,4,11,0,Corp,445291,22
667,124583.255,71038.30654054486,0.14614562793302532,5,10,0,LLC,441120,23
778,72723.796,43445.07715499914,0.13949374083770005,4,9,1,Corp,444140,17
651,494935.79,227949.743674902,0.18093746674920183,5,9,0,Sole,445320,18
618,260416.745,63273.23490540166,0.34297907241682707,5,8,0,Partner,459910,26
754,179984.722,48216.78984518875,0.3110685485593347,4,13,0,Partner,458310,19
680,51439.446,47289.447751207204,0.09064644870780017,5,10,1,Corp,459210,18
760,150736.752,131477.7632166838,0.09554007987873975,4,12,1,LLC,445240,22
613,222349.724,255620.213560081,0.07248700487573756,5,11,1,LLC,445110,21
683,63401.038,80473.97193261764,0.06565377234961435,5,8,0,Sole,444140,14
761,29219.668,8228.713158689605,0.29591167979430394,4,13,0,Sole,445131,18
736,502181.983,178583.54949311566,0.23433568602547336,4,12,0,Corp,459310,20
616,336173.622,174838.90773814876,0.16023017337740675,5,11,0,Corp,459910,18
682,44619.318,20595.280752029335,0.18054021912925966,5,8,1,Sole,445292,19
733,114154.44,48101.34382786244,0.19776723981024671,4,12,1,Partner,445291,16
670,72512.709,17051.50347904965,0.35438081793927456,5,8,0,LLC,722513,24
698,232338.47,347470.8026350795,0.05572134124604572,5,8,1,LLC,441120,14
749,316277.933,76126.21277016767,0.34622101189033866,4,13,0,Partner,459910,16
695,666044.533,281834.75659417734,0.19693706962926102,5,8,0,LLC,458310,18
693,11581.605,16880.107641858325,0.05717580542002685,5,10,1,Corp,444140,30
767,101870.516,90645.63880049757,0.09365270937469601,4,13,1,Corp,445292,28
686,120885.905,24647.36190810675,0.4087182009265377,5,11,1,Sole,445110,16
792,378069.114,128462.92096098141,0.24525177587678687,4,10,1,Sole,445110,16
669,475566.079,112788.23146494763,0.3513709370968346,5,12,0,Partner,459910,25
728,44529.016,16779.69764841187,0.22114530375251076,4,8,0,Partner,444240,23
730,70445.056,150193.1954269628,0.03908580090226558,4,11,1,Partner,458210,14
826,119793.636,108880.28623116383,0.09168604662560771,4,11,1,Sole,722330,19
704,65573.682,49473.60171467004,0.11045230811201806,5,12,1,Partner,444140,19
677,37980.356,8439.224910113444,0.3750379567291472,5,9,1,Corp,445291,12
682,128704.574,70925.64520849663,0.15122007188144415,5,8,1,Corp,722514,19
683,97634.882,62612.67715535351,0.1299455723076521,5,11,0,Sole,444240,16
730,13829.312,6273.094376224865,0.18371199244737077,4,11,0,LLC,722410,25
678,28892.06,8720.845007218271,0.27608238246108363,5,12,0,Sole,445230,12
729,98015.319,104941.8643925356,0.07783302971869992,4,8,1,Partner,722330,23
647,190919.12,80298.9093441974,0.19813378284466523,5,11,1,Sole,441120,12
761,106913.685,86639.50573621242,0.10283384784218749,4,9,1,LLC,722511,12
569,51084.736,95104.73771690075,0.04476182191896024,5,9,1,Corp,459210,21
677,108783.485,42103.062233359284,0.21531190217047955,5,10,1,LLC,444140,20
809,116595.982,30463.57573654454,0.31894915808184277,4,9,0,Corp,445291,17
690,470830.657,201261.59495717747,0.19494970260809855,5,9,0,LLC,458310,9
705,177923.069,91701.110799489,0.16168748979591738,5,11,0,Corp,459310,12
697,381708.35,87249.27624719263,0.3645764244112015,5,8,1,Corp,722330,18
693,133565.451,39754.53644653634,0.27997947517181415,5,9,1,Sole,458210,27
721,57611.908,36790.19164400059,0.1304965296128387,4,11,0,LLC,458210,24
688,77751.939,49048.02554817172,0.13210171413804278,5,8,1,Sole,445291,14
653,158560.778,40948.276072353176,0.32268509041307075,5,12,0,Corp,458310,15
695,328579.395,441298.85305338487,0.06204778476205917,5,10,1,Corp,722330,22
756,248626.276,129043.30040580763,0.1605573963791837,4,10,0,Sole,722514,26
692,533971.789,109841.63119736165,0.4051073222263122,5,9,1,Sole,458210,27
659,144412.973,53699.37574209401,0.22410715674731946,5,11,0,Partner,459210,18
686,200739.144,138058.52346794712,0.12116790459434242,5,9,1,Sole,722410,14
634,33682.179,8155.453135982492,0.34416827651378035,5,9,0,Sole,445320,17
768,120282.933,29875.777028739045,0.3355085205100375,4,12,1,Corp,445230,16
678,33808.967,6915.73093040547,0.4073920667271364,5,8,0,LLC,458310,18
723,611123.376,236389.20920565547,0.21543685590019568,4,9,0,LLC,445131,16
684,758083.04,194242.56990005737,0.3252303895030376,5,12,0,Corp,459310,23
645,58347.21,28169.049677541352,0.17261027814781388,5,10,0,Corp,445131,22
730,22522.78,13960.446179058776,0.13444400768141318,4,11,1,Partner,445320,17
653,169372.54,124254.71244081376,0.11359229807928962,5,10,0,Sole,722511,29
654,375479.419,202361.66144690744,0.15462391126662453,5,8,0,Partner,459910,17
769,40323.57,15417.459824716077,0.21795402992476307,4,10,1,Partner,722410,15
674,554755.745,361645.5246411928,0.12783137704395342,5,12,1,Corp,445292,21
731,285445.289,181525.05161967486,0.13104035616254558,4,11,0,LLC,722410,15
664,77256.669,35278.273903616515,0.18249350202306833,5,10,0,Sole,722511,18
665,168257.872,45905.19172662679,0.30544452176201947,5,11,1,Sole,459310,17
684,523739.567,187479.81340916085,0.23279820436675364,5,12,1,Corp,441120,22
726,156112.683,189035.24048774588,0.0688199206477764,4,9,1,Corp,445291,11
671,51135.512,11887.797224114176,0.35845940053744474,5,9,0,Corp,441120,17
700,54891.453,17694.740446293057,0.25851115272834,5,12,1,LLC,722511,23
691,190820.375,118426.79504711399,0.1342744934568267,5,10,0,Corp,445250,15
597,73075.231,18147.9421448464,0.33555333903588846,5,10,0,LLC,444240,15
796,23037.241,18337.78108539683,0.10468933369818281,4,9,1,Sole,445230,22
702,29938.569,17868.5237108963,0.1396243355279883,5,9,0,Corp,445110,15
615,17045.702,13583.448083466234,0.10457397546913501,5,9,0,Corp,722511,17
635,128179.406,30230.50028728465,0.353339080238758,5,8,0,Partner,445250,22
703,237776.676,115504.29739087167,0.17154966046800926,5,12,1,LLC,458310,18
640,560608.704,183085.83602795447,0.25516660935402424,5,11,0,Partner,722514,16
706,208085.497,261246.35504002712,0.06637588524699799,5,11,1,LLC,722514,14
746,41799.676,32813.543902590915,0.1061545300828752,4,12,1,Corp,445320,14
695,12236.958,4487.269528032122,0.2272532313090644,5,9,0,Sole,445110,17
604,177188.367,446262.2487374612,0.03308748900847929,5,8,0,Corp,458210,22
745,275637.377,273285.4946951342,0.08405049613881185,4,11,1,Corp,444140,14
735,205916.434,229213.78044043342,0.07486331232075588,4,12,1,Corp,722330,16
707,54345.048,33419.348400332834,0.1355129353735364,5,11,1,Corp,441120,19
765,77402.166,19071.199505878754,0.33821577389569607,4,13,1,LLC,459310,11
760,128328.673,67375.52921285052,0.15872314782937033,4,11,1,LLC,445131,17
590,160806.451,61726.888774019884,0.21709400634774031,5,9,1,Sole,722513,26
671,41808.263,29699.072712656252,0.11731079789511245,5,8,1,LLC,445131,20
655,623530.638,311129.4290924173,0.16700730191796043,5,9,0,Partner,459210,24
686,30179.827,11189.448037761133,0.22476404330633548,5,9,1,Partner,458310,13
686,48705.499,10432.332642479802,0.38905887325775923,5,11,1,LLC,445131,18
740,211783.263,124050.28009907628,0.14226977348140157,4,13,0,Sole,445230,17
753,255340.836,157203.42135535643,0.13535585177819018,4,9,0,LLC,722410,13
698,202882.364,104469.14707996504,0.1618359500315002,5,10,0,Partner,722514,18
707,252759.403,86238.00325493199,0.24424595640355015,5,8,1,Corp,459910,24
675,434516.278,93302.47597098291,0.3880892704776083,5,12,1,Corp,722330,14
694,188283.045,72496.15358296077,0.21642877552179238,5,9,1,Partner,459910,22
721,137973.474,29895.463731480624,0.38459980428042523,4,12,1,Sole,444140,19
694,13743.604,3359.770097032933,0.34088651909390066,5,11,1,Corp,445240,14
688,142356.065,129220.96252533112,0.09180403229345369,5,11,0,Partner,459210,17
697,165263.989,32257.111548124616,0.42694458438371924,5,11,0,Partner,459310,20
734,217564.071,208927.24021812034,0.08677824505350236,4,11,1,Corp,445240,26
660,326066.614,425862.62646881555,0.0638051243393697,5,9,1,Sole,459310,10
582,65378.978,23499.574940845847,0.23184454103451807,5,9,0,Partner,722511,12
641,460309.416,188093.03296714826,0.2039369422401716,5,9,1,Corp,459210,16
709,189534.412,56053.01827718906,0.2817784807809532,5,10,0,LLC,722330,13
717,149571.949,174322.5543617734,0.07150152846811768,4,9,0,LLC,445131,15
656,111873.454,35402.18326194578,0.2633393473038853,5,10,0,Corp,444140,18
729,63293.385,20998.51085108126,0.25118203797429794,4,8,1,Corp,459210,16
739,71656.997,39659.308703027506,0.15056783922738476,4,8,0,Partner,445230,16
729,68719.213,62452.63064890282,0.09169511394207283,4,9,1,Sole,445320,15
715,157647.9,192313.08146662847,0.0683121756451065,4,11,0,Corp,722513,13
692,75437.173,27478.73122662835,0.22877443035803077,5,12,0,LLC,458210,24
583,59633.08,24805.26189334752,0.20033746689310603,5,8,0,Sole,459910,12
696,162865.509,37371.61811555381,0.36316666053995067,5,8,1,Sole,444140,15
629,307176.494,181405.55102869347,0.1411094700327982,5,11,0,Corp,445320,19
645,112537.238,82896.84120508393,0.11312980121239556,5,8,0,Partner,459310,17
781,617278.122,112027.71075945266,0.4591707100973641,4,10,0,Corp,458210,22
803,49242.062,40165.854627467765,0.10216401978063351,4,11,1,LLC,458310,18
741,16312.555,5189.371679489015,0.2619545616102773,4,10,0,Corp,722514,19
733,292568.199,151711.2966390854,0.16070446822427858,4,11,0,Partner,459210,14
757,31150.901,25386.55000414785,0.10225526573096884,4,10,1,Corp,459210,18
693,653008.701,202948.96505713364,0.26813337892450234,5,8,0,Sole,722513,22
739,301548.851,70572.06781133788,0.3560767268977417,4,12,0,Partner,722410,22
793,529884.775,270594.25058690616,0.1631855240366665,4,11,0,Corp,445292,30
693,394069.452,75113.56447355625,0.4371929521672616,5,11,1,Partner,722513,18
649,413651.065,143981.31507575238,0.2394124686609319,5,11,1,Corp,445320,21
608,425951.634,148666.62517592838,0.2387621933167243,5,11,0,Partner,444140,19
689,179892.814,173578.70939874672,0.08636466929187557,5,9,1,LLC,722513,16
664,16860.283,3361.6900234548407,0.41795155815388874,5,12,0,Corp,445250,21
735,25530.601,8254.253994953307,0.2577519524640419,4,12,1,Partner,458310,21
743,13072.08,5946.00611859365,0.18320532779028667,4,10,0,Partner,445110,11
685,226584.554,101138.97798780871,0.18669405744778939,5,10,1,Partner,444140,17
685,1169934.257,1475534.4496552986,0.06607403943665462,5,11,0,Corp,445230,10
687,174848.641,81338.77737635725,0.17913620727189103,5,12,1,Sole,459210,16
613,41661.987,15716.907181885159,0.2208979292059147,5,11,1,Sole,459310,15
657,190600.487,169949.61497139256,0.09345931098072978,5,11,0,Partner,445292,20
781,601554.48,309831.21044585976,0.16179628878530844,4,9,0,LLC,458310,16
723,286410.142,109526.31852280175,0.2179157681481321,4,11,1,Corp,722330,18
732,151871.878,41005.6191749707,0.30864037875712375,4,12,1,Partner,458310,15
668,247217.862,198978.86526425884,0.10353606385602651,5,11,0,LLC,458310,15
681,15661.442,9057.574071793768,0.1440915808495508,5,9,0,Corp,459210,11
745,207703.502,92580.9308262064,0.18695669844968987,4,9,0,Sole,722511,13
763,252770.613,94935.92914043322,0.22187824926473226,4,9,1,LLC,441120,26
719,1283246.07,826221.6590285995,0.12942915660880586,4,11,1,LLC,722330,20
687,40555.723,14230.881683427475,0.2374865913802857,5,9,0,LLC,445320,19
638,568544.616,212371.84104628084,0.22309322067644108,5,9,0,Corp,445320,15
653,108133.309,79886.31060138765,0.11279916440623317,5,8,0,LLC,458210,15
669,253786.152,74900.85533581246,0.28235787034982057,5,8,1,Sole,445291,20
713,459394.619,345104.75915153936,0.11093119958932883,5,12,1,Partner,459310,16
653,62176.327,14368.446724210235,0.3606068688414981,5,10,0,Corp,459210,15
739,303328.927,157891.9002138859,0.1600931431510525,4,10,0,LLC,445230,17
725,302237.126,394565.4041715572,0.06383333891005709,4,10,1,LLC,445240,13
659,190290.561,207223.65060875652,0.07652382680941881,5,12,0,Partner,722514,17
701,23994.263,8263.31193782868,0.24197584838992217,5,10,1,Sole,441120,12
709,63788.348,29958.095456992745,0.17743770375182144,5,9,0,Sole,459210,19
727,208936.921,139465.43031478673,0.12484391324813701,4,12,1,Partner,445240,21
688,480947.689,96053.04621979677,0.417258750874191,5,10,0,Corp,459210,19
744,245403.735,186704.31215973233,0.1095331490389146,4,12,1,Sole,444240,22
704,151409.937,34223.52854261261,0.36867895530671624,5,10,1,Partner,459310,29
661,104375.789,109644.1249573003,0.07932921549653482,5,12,1,LLC,445230,17
695,213197.104,53685.031283290424,0.3309381574089381,5,8,1,Corp,722514,18
618,121193.088,79591.19672649616,0.1268912193229766,5,10,0,Sole,722410,15
808,141190.863,109443.9254392106,0.10750624306266539,4,13,1,LLC,459910,23
